2021-04-02 07:51:52,946 [1] INFO  Logger (null) - Hearthbuddy Version: 0.3.1446.417
Path: D:\hb\maxiori_hb\个人2.8优化奥秘法\个人2.8\Release\<ExeName>

OS Name: Microsoft Windows 10 专业版
OS Version: 10.0.18363
OS Architecture: 64 位
InstalledUICulture: zh-CN [Chinese (Simplified, China)]
CurrentUICulture: zh-CN [Chinese (Simplified, China)]
CurrentCulture: zh-CN [Chinese (Simplified, China)]

2021-04-02 07:51:53,012 [1] INFO  Logger (null) - Now setting up JitProfiles...
2021-04-02 07:51:53,013 [1] INFO  Logger (null) - JitProfiles successfully setup!
2021-04-02 07:51:53,014 [1] INFO  Logger (null) - Now beginning pre-start tasks.
2021-04-02 07:51:53,014 [1] INFO  Logger (null) - Now checking prerequisites...
2021-04-02 07:51:53,760 [1] INFO  Logger (null) - Prerequisite check complete!
2021-04-02 07:51:54,321 [1] INFO  Logger (null) - svchostPath: C:\WINDOWS\System32\svchost.exe
2021-04-02 07:51:54,341 [1] INFO  Logger (null) - Pre-start tasks successfully completed.
2021-04-02 07:51:54,369 [1] INFO  Logger (null) - [AuthRegion] China.
2021-04-02 07:51:54,819 [1] INFO  Logger (null) - [BotManager] MsBetweenTicks = 15
2021-04-02 07:51:54,839 [1] INFO  Logger (null) - [BotManager] MsBetweenTicks = 50
2021-04-02 07:51:55,124 [1] INFO  Logger (null) - Region: cn
2021-04-02 07:51:55,128 [1] INFO  Logger (null) - T: 5249215485578621583 严禁交易出售，免费使用！！！
2021-04-02 07:51:56,015 [8] INFO  Logger (null) - 现在使用 DX11...
2021-04-02 07:52:03,462 [8] INFO  Logger (null) - 炉石传说的版本号为 (77662, 2037091)
2021-04-02 07:52:03,537 [8] DEBUG AssemblyLoader`1 (null) - Reloading AssemblyLoader<Triton.Bot.IBot> - Initializing
2021-04-02 07:52:04,391 [8] INFO  Logger (null) - [脚本设置] 选牌时强制投降 = False.
2021-04-02 07:52:04,395 [8] INFO  Logger (null) - [脚本设置] 修复客户端 = False.
2021-04-02 07:52:04,396 [8] INFO  Logger (null) - [脚本设置] 缓存用户卡组信息 = True.
2021-04-02 07:52:04,397 [8] INFO  Logger (null) - [脚本设置] 缓存任务信息 = True.
2021-04-02 07:52:04,398 [8] INFO  Logger (null) - [脚本设置] 不要打开竞技场奖励 = False.
2021-04-02 07:52:04,399 [8] INFO  Logger (null) - [脚本设置] 不要购买竞技场门票 = False.
2021-04-02 07:52:04,400 [8] INFO  Logger (null) - [脚本设置] 延迟自投模式 = False.
2021-04-02 07:52:04,401 [8] INFO  Logger (null) - [脚本设置] 强制不缓存任务及卡组信息 = False.
2021-04-02 07:52:04,402 [8] INFO  Logger (null) - [脚本设置] 开局自动投降的最小延迟 = 15000.
2021-04-02 07:52:04,403 [8] INFO  Logger (null) - [脚本设置] 开局自动投降的最大延迟 = 30000.
2021-04-02 07:52:04,404 [8] INFO  Logger (null) - [脚本设置] 观察随机的好友 = True.
2021-04-02 07:52:04,405 [8] INFO  Logger (null) - [脚本设置] 允许观察的好友名 = .
2021-04-02 07:52:04,406 [8] INFO  Logger (null) - [脚本设置] 隐藏不常用的游戏模式 = True.
2021-04-02 07:52:04,407 [8] INFO  Logger (null) - [脚本设置] 保持天梯等级 = False.
2021-04-02 07:52:04,408 [8] INFO  Logger (null) - [脚本设置] 下一局玩家对战普通自投 = False.
2021-04-02 07:52:04,409 [8] INFO  Logger (null) - [脚本设置] RoutineMustDraftArena = True.
2021-04-02 07:52:04,411 [8] INFO  Logger (null) - [脚本设置] 玩家对战模式 = 排位赛.
2021-04-02 07:52:04,412 [8] INFO  Logger (null) - [脚本设置] 玩家对战模式卡组名 = .
2021-04-02 07:52:04,415 [8] INFO  Logger (null) - [脚本设置] 开局自动祝福对手 = False.
2021-04-02 07:52:04,417 [8] INFO  Logger (null) - [脚本设置] 游戏模式 = 玩家对战模式.
2021-04-02 07:52:04,420 [8] INFO  Logger (null) - [脚本设置] 玩家对战规则 = 狂野模式.
2021-04-02 07:52:04,421 [8] INFO  Logger (null) - [脚本设置] 练习模式难度 = Normal.
2021-04-02 07:52:04,424 [8] INFO  Logger (null) - [脚本设置] 练习模式对手种族 = HUNTER.
2021-04-02 07:52:04,425 [8] INFO  Logger (null) - [脚本设置] 练习模式卡组 = .
2021-04-02 07:52:04,426 [8] INFO  Logger (null) - [脚本设置] 好友对战卡组 = .
2021-04-02 07:52:04,428 [8] INFO  Logger (null) - [脚本设置] 允许对战的好友名 = .
2021-04-02 07:52:04,450 [8] INFO  Logger (null) - [脚本设置] 不要打开竞技场奖励 = True.
2021-04-02 07:52:04,451 [8] INFO  Logger (null) - [脚本设置] 不要购买竞技场门票 = True.
2021-04-02 07:52:04,453 [8] INFO  Logger (null) - [脚本设置] 延迟自投模式 = False.
2021-04-02 07:52:04,454 [8] INFO  Logger (null) - [脚本设置] 强制不缓存任务及卡组信息 = True.
2021-04-02 07:52:04,456 [8] INFO  Logger (null) - [脚本设置] 开局自动投降的最小延迟 = 10000.
2021-04-02 07:52:04,457 [8] INFO  Logger (null) - [脚本设置] 开局自动投降的最大延迟 = 30000.
2021-04-02 07:52:04,459 [8] INFO  Logger (null) - [脚本设置] 观察随机的好友 = True.
2021-04-02 07:52:04,460 [8] INFO  Logger (null) - [脚本设置] 允许观察的好友名 = .
2021-04-02 07:52:04,462 [8] INFO  Logger (null) - [脚本设置] 隐藏不常用的游戏模式 = True.
2021-04-02 07:52:04,462 [8] INFO  Logger (null) - [脚本设置] 保持天梯等级 = False.
2021-04-02 07:52:04,463 [8] INFO  Logger (null) - [脚本设置] 下一局玩家对战普通自投 = False.
2021-04-02 07:52:04,464 [8] INFO  Logger (null) - [脚本设置] RoutineMustDraftArena = True.
2021-04-02 07:52:04,466 [8] INFO  Logger (null) - [脚本设置] 玩家对战模式 = 排位赛.
2021-04-02 07:52:04,467 [8] INFO  Logger (null) - [脚本设置] 玩家对战模式卡组名 = 66.
2021-04-02 07:52:04,468 [8] INFO  Logger (null) - [脚本设置] 开局自动祝福对手 = False.
2021-04-02 07:52:04,470 [8] INFO  Logger (null) - [脚本设置] 游戏模式 = 玩家对战模式.
2021-04-02 07:52:04,471 [8] INFO  Logger (null) - [脚本设置] 玩家对战规则 = 随机模式.
2021-04-02 07:52:04,473 [8] INFO  Logger (null) - [脚本设置] 练习模式难度 = Normal.
2021-04-02 07:52:04,475 [8] INFO  Logger (null) - [脚本设置] 练习模式对手种族 = DRUID.
2021-04-02 07:52:04,476 [8] INFO  Logger (null) - [脚本设置] 练习模式卡组 = .
2021-04-02 07:52:04,477 [8] INFO  Logger (null) - [脚本设置] 好友对战卡组 = .
2021-04-02 07:52:04,478 [8] INFO  Logger (null) - [脚本设置] 允许对战的好友名 = .
2021-04-02 07:52:04,478 [8] INFO  Logger (null) - [脚本设置] 缓存任务信息 = True.
